============================================================================
*****************************lnN!=NlnN+N验证********************************
============================================================================

取值范围1<N<10000
取点个数:1000
是否考虑右侧第三项(Y/N):n

N           lnN!              Approve           differ           1/RE_dif          1/N_re_dif
8680         70042.436027            70036.982690          5.453337           12843.959939            1.004300

8690         70133.130129            70127.676217          5.453912           12859.233362            1.004298

8700         70223.835738            70218.381250          5.454487           12874.507234            1.004295

8710         70314.552840            70309.097778          5.455062           12889.781552            1.004293

8720         70405.281423            70399.825787          5.455635           12905.056318            1.004290

8730         70496.021473            70490.565264          5.456208           12920.331531            1.004288

8740         70586.772977            70581.316196          5.456781           12935.607189            1.004286

8750         70677.535922            70672.078569          5.457353           12950.883293            1.004283

8760         70768.310295            70762.852371          5.457924           12966.159842            1.004281

8770         70859.096083            70853.637589          5.458494           12981.436834            1.004278

8780         70949.893272            70944.434209          5.459064           12996.714270            1.004276

8790         71040.701851            71035.242218          5.459633           13011.992149            1.004273

8800         71131.521806            71126.061604          5.460202           13027.270471            1.004271

8810         71222.353123            71216.892354          5.460769           13042.549234            1.004268

8820         71313.195791            71307.734454          5.461337           13057.828438            1.004266

8830         71404.049796            71398.587892          5.461903           13073.108083            1.004264

8840         71494.915125            71489.452656          5.462469           13088.388168            1.004261

8850         71585.791766            71580.328731          5.463034           13103.668693            1.004259

8860         71676.679705            71671.216106          5.463599           13118.949656            1.004256

8870         71767.578931            71762.114768          5.464163           13134.231058            1.004254

8880         71858.489430            71853.024704          5.464726           13149.512897            1.004251

8890         71949.411190            71943.945900          5.465289           13164.795174            1.004249

8900         72040.344197            72034.878346          5.465851           13180.077887            1.004247

8910         72131.288440            72125.822027          5.466413           13195.361036            1.004244

8920         72222.243906            72216.776932          5.466973           13210.644621            1.004242

8930         72313.210581            72307.743048          5.467534           13225.928640            1.004240

8940         72404.188455            72398.720361          5.468093           13241.213094            1.004237

8950         72495.177513            72489.708861          5.468652           13256.497982            1.004235

8960         72586.177744            72580.708533          5.469211           13271.783303            1.004232

8970         72677.189135            72671.719367          5.469768           13287.069056            1.004230

8980         72768.211674            72762.741348          5.470325           13302.355242            1.004228

8990         72859.245348            72853.774466          5.470882           13317.641859            1.004225

9000         72950.290145            72944.818707          5.471438           13332.928906            1.004223

9010         73041.346052            73035.874059          5.471993           13348.216385            1.004221

9020         73132.413057            73126.940510          5.472548           13363.504293            1.004218

9030         73223.491149            73218.018047          5.473102           13378.792630            1.004216

9040         73314.580314            73309.106659          5.473655           13394.081396            1.004214

9050         73405.680540            73400.206332          5.474208           13409.370591            1.004211

9060         73496.791815            73491.317055          5.474760           13424.660213            1.004209

9070         73587.914127            73582.438816          5.475311           13439.950262            1.004207

9080         73679.047465            73673.571602          5.475862           13455.240737            1.004204

9090         73770.191814            73764.715401          5.476413           13470.531639            1.004202

9100         73861.347164            73855.870202          5.476963           13485.822966            1.004200

9110         73952.513503            73947.035991          5.477512           13501.114718            1.004197

9120         74043.690818            74038.212758          5.478060           13516.406894            1.004195

9130         74134.879097            74129.400489          5.478608           13531.699494            1.004193

9140         74226.078329            74220.599173          5.479155           13546.992517            1.004190

9150         74317.288500            74311.808798          5.479702           13562.285964            1.004188

9160         74408.509601            74403.029352          5.480248           13577.579832            1.004186

9170         74499.741617            74494.260823          5.480794           13592.874122            1.004183

9180         74590.984538            74585.503200          5.481339           13608.168833            1.004181

9190         74682.238352            74676.756469          5.481883           13623.463965            1.004179

9200         74773.503047            74768.020620          5.482427           13638.759516            1.004177

9210         74864.778611            74859.295640          5.482970           13654.055488            1.004174

9220         74956.065031            74950.581519          5.483513           13669.351878            1.004172

9230         75047.362298            75041.878243          5.484055           13684.648687            1.004170

9240         75138.670397            75133.185801          5.484596           13699.945914            1.004168

9250         75229.989319            75224.504182          5.485137           13715.243558            1.004165

9260         75321.319051            75315.833374          5.485677           13730.541619            1.004163

9270         75412.659582            75407.173365          5.486217           13745.840096            1.004161

9280         75504.010899            75498.524143          5.486756           13761.138990            1.004158

9290         75595.372992            75589.885697          5.487294           13776.438298            1.004156

9300         75686.745848            75681.258016          5.487832           13791.738022            1.004154

9310         75778.129457            75772.641087          5.488370           13807.038160            1.004152

9320         75869.523806            75864.034900          5.488906           13822.338711            1.004150

9330         75960.928884            75955.439442          5.489443           13837.639676            1.004147

9340         76052.344680            76046.854702          5.489978           13852.941053            1.004145

9350         76143.771182            76138.280668          5.490513           13868.242843            1.004143

9360         76235.208378            76229.717330          5.491048           13883.545045            1.004141

9370         76326.656258            76321.164676          5.491582           13898.847658            1.004138

9380         76418.114809            76412.622694          5.492115           13914.150681            1.004136

9390         76509.584021            76504.091373          5.492648           13929.454115            1.004134

9400         76601.063882            76595.570702          5.493180           13944.757958            1.004132

9410         76692.554380            76687.060669          5.493712           13960.062211            1.004130

9420         76784.055505            76778.561263          5.494243           13975.366872            1.004127

9430         76875.567245            76870.072472          5.494773           13990.671941            1.004125

9440         76967.089589            76961.594286          5.495303           14005.977418            1.004123

9450         77058.622526            77053.126694          5.495832           14021.283302            1.004121

9460         77150.166044            77144.669683          5.496361           14036.589593            1.004119

9470         77241.720133            77236.223243          5.496889           14051.896290            1.004116

9480         77333.284780            77327.787363          5.497417           14067.203393            1.004114

9490         77424.859976            77419.362031          5.497944           14082.510901            1.004112

9500         77516.445708            77510.947237          5.498471           14097.818814            1.004110

9510         77608.041966            77602.542969          5.498997           14113.127130            1.004108

9520         77699.648739            77694.149217          5.499522           14128.435851            1.004106

9530         77791.266015            77785.765968          5.500047           14143.744974            1.004103

9540         77882.893784            77877.393213          5.500572           14159.054501            1.004101

9550         77974.532035            77969.030940          5.501095           14174.364429            1.004099

9560         78066.180757            78060.679138          5.501619           14189.674760            1.004097

9570         78157.839938            78152.337796          5.502141           14204.985491            1.004095

9580         78249.509568            78244.006904          5.502664           14220.296624            1.004093

9590         78341.189635            78335.686450          5.503185           14235.608156            1.004090

9600         78432.880130            78427.376424          5.503706           14250.920088            1.004088

9610         78524.581041            78519.076814          5.504227           14266.232420            1.004086

9620         78616.292357            78610.787610          5.504747           14281.545151            1.004084

9630         78708.014068            78702.508801          5.505266           14296.858279            1.004082

9640         78799.746162            78794.240377          5.505785           14312.171806            1.004080

9650         78891.488629            78885.982325          5.506304           14327.485730            1.004078

9660         78983.241458            78977.734637          5.506822           14342.800051            1.004076

9670         79075.004639            79069.497300          5.507339           14358.114768            1.004073

9680         79166.778161            79161.270305          5.507856           14373.429881            1.004071

9690         79258.562012            79253.053640          5.508372           14388.745390            1.004069

9700         79350.356183            79344.847296          5.508888           14404.061294            1.004067

9710         79442.160663            79436.651260          5.509403           14419.377592            1.004065

9720         79533.975441            79528.465523          5.509918           14434.694284            1.004063

9730         79625.800506            79620.290075          5.510432           14450.011370            1.004061

9740         79717.635849            79712.124903          5.510945           14465.328849            1.004059

9750         79809.481457            79803.969999          5.511458           14480.646721            1.004057

9760         79901.337322            79895.825351          5.511971           14495.964985            1.004055

9770         79993.203432            79987.690949          5.512483           14511.283640            1.004052

9780         80085.079777            80079.566782          5.512994           14526.602687            1.004050

9790         80176.966346            80171.452841          5.513505           14541.922124            1.004048

9800         80268.863130            80263.349114          5.514016           14557.241952            1.004046

9810         80360.770116            80355.255591          5.514526           14572.562170            1.004044

9820         80452.687296            80447.172261          5.515035           14587.882777            1.004042

9830         80544.614659            80539.099115          5.515544           14603.203773            1.004040

9840         80636.552195            80631.036142          5.516052           14618.525157            1.004038

9850         80728.499892            80722.983332          5.516560           14633.846930            1.004036

9860         80820.457741            80814.940673          5.517068           14649.169090            1.004034

9870         80912.425732            80906.908157          5.517575           14664.491637            1.004032

9880         81004.403853            80998.885773          5.518081           14679.814571            1.004030

9890         81096.392096            81090.873509          5.518587           14695.137891            1.004028

9900         81188.390450            81182.871358          5.519092           14710.461596            1.004026

9910         81280.398904            81274.879307          5.519597           14725.785687            1.004024

9920         81372.417448            81366.897347          5.520101           14741.110163            1.004022

9930         81464.446072            81458.925467          5.520605           14756.435023            1.004020

9940         81556.484767            81550.963659          5.521108           14771.760267            1.004017

9950         81648.533521            81643.011910          5.521611           14787.085895            1.004015

9960         81740.592325            81735.070212          5.522113           14802.411905            1.004013

9970         81832.661168            81827.138554          5.522615           14817.738298            1.004011

9980         81924.740042            81919.216926          5.523116           14833.065074            1.004009

9990         82016.828935            82011.305318          5.523617           14848.392231            1.004007

10000         82108.927837            82103.403720          5.524117           14863.719769            1.004005
